stacks section,TITLE,AUTHOR,PUBLISHER,Year,EDITION,CUSTOM BINDING (Y/N),NOTES
"Row 2, Section 10",In Search of Two Characters,Dormer Creston,Macmillan and Co.,1945,,N,
"Row 2, Section 10","Peninsular Preparation: the Reform of the British Army, 1795-1809",Richard Glover,Cambridge University Press,1963,,N,Signed inside cover
"Row 2, Section 10","Notes of Conversations with the Duke of Wellington, 1831-1851",Philip Henry,Da Capo Press,1973,,N,
"Row 2, Section 10",General Regulations and Orders for the Army,N/A?,Frederick Muller Ltd.,1970,,N,
"Row 2, Section 10",Adventures with the Connaught Rangers 1809-1814,"William Grattan, Esq.",Edward Arnold,1902,,N,Signed
"Row 2, Section 10",A Model Victory Waterloo and the Battle for History,Malcolm Balen,Fourth Estate,2005,,N,Internet Description of book
"Row 2, Section 10",Sir William Hamilton - Envoy Extraordinary,Brian Forthergill,Helen and Kurt Wolff,1969,,N,
"Row 2, Section 10",The Glorious First of June,Oliver Warner,B. T. Batsford,1961,,N,Receipt?
"Row 2, Section 10",Napleon - The Last Phase,Lord Rosebery,Harper and Brothers,1901,,N,Note on p. 248
"Row 2, Section 10",Pauline - Napoleon's Favourite Sister,Pierson Dixon,Collins,1964,,N,
"Row 2, Section 10",The Battle of Wavre and Grouchy's Retreat,Hyde Kelly,John Murray,1905,,N,
"Row 2, Section 10","Josephine, Wife of Napoleon",E.A. Reinhardt and Caroline Fredrick,Alfred A. Knopf,1934,,N,
"Row 2, Section 10",The Hundred Days,Edith Saunders,Longmans,1964,,N,
"Row 2, Section 10",Servitude et Grandeur Militaires,Alfred de Vigny,Classiques Pour Notre Temps,1961,,N,
"Row 2, Section 10",Da Rivoli Al Risorgimento Italiano,Luigi Galanti,Milano,1973,,N,Signed pamphlet
"Row 2, Section 10",Musee Napoleon,Jacon Hugentobler and Bruno Meyer,Chateau D'Arenenberg,N/A,,N,Pamphlet
"Row 2, Section 10","Alexander The Blessed, Conqueror of Napoleon",Thomas Brooks Jones,N/A,1978,,N,
"Row 2, Section 10",St. Helena,Octave Aubry,J.B. Lippincott Company,1936,,N,
"Row 2, Section 10",Austerlitz,Claude Manceron,W. W. Norton and Company,1966,,N,
"Row 2, Section 10",Napoleon's Campaigns in Italy,Brig. General R.G. Burton,"George Allen and Unwin, Ltd.",1931,,N,
"Row 2, Section 10",French Revolution - Napoleonic Era,Owen Connelly,"Holt, Rinehart and Winston",1968,,N,Signed
"Row 2, Section 10",Memoirs of Madame de La Tour du Pin,Felice Harcourt and Peter Gay,McCall Publishing Company,1971,,N,
"Row 2, Section 10",Empress Josephine,Ernest John Knapton,Harvard University Press,1964,,N,
"Row 2, Section 10","Russian Title - ""Bennkar Apmnr Poccnn Nolohr 3A Mnpaxom?""",Borodino Samara,Camapa,2002,,N,Signed
"Row 2, Section 10",The Wellington Monument ,John Physick,Victoria and Albert Museum,1970,,N,
"Row 2, Section 10",Napoleon's Russian Campaign,Count Philippe-Paul de Segur,Time Inc.,1958,,N,
"Row 2, Section 10",Napoleon and Wellington,Andrew Roberts,Phoenix Press,2001,,N,
"Row 2, Section 10",The Contemporary English View of Napoleon,F. J. Maccunn,G. Bell and Sons,1914,,N,Note
"Row 2, Section 10",Le Drames Inconnus de la Cour de Napoleon: 1805-1806,Andre Gavoty,Toute L'Histoire Fayard,1964,,N,
"Row 2, Section 10",Napoleon,David Chandler,Saturday Review Press,1973,,N,Signed
"Row 2, Section 10","History of Portugal, Vol. 1: From Lusitania to Empire",Oliveira Marques,Columbia University Press,1972,,N,
"Row 2, Section 10",Armies of the Napoleonic Era,Otto von Pivka,Taplinger Publishing,1979,,N,
"Row 2, Section 10",Waterloo: The 18th of June 1815,The Caillou Museum,Service for Historic and Folkloric Research of the Province of Brabant,1974,,N,
"Row 2, Section 10",The French infantry and Artillery: 1795-1812,Richard K. Riehn,"Imprie/Risley Miniatures, Inc.,",1963,,N,
"Row 2, Section 10",Nelson,Roy Hattersley,Saturday Review Press,1974,,N,
"Row 2, Section 10",Varennes: The Flight of Louis XVI (1791),Cesare Giardini,Thornton Butterworth,1935,,N,
"Row 2, Section 10",Napoleon Au Bivouac,Theo Fleischman,Brepolis and Garnier,1957,2nd ,N,
"Row 2, Section 10","Paris, In the Terror: June 1793-July 1794",Stanley Loomis,Lippincott co.,1964,,N,
"Row 2, Section 10","A History of the English Speaking Peoples, Vol. 3: The Age of Revolution",Winston Churchill,"Dodd, Mead, and co.",1957,,N,
